"ObjectID","GlobalID","CreationDate","Creator","EditDate","Editor","Observer name","Date","Survey occasion","Site ID","Visibility","Observed species occurrence","x","y"
17,"28pigpmj-sahd-nucv-y6fe-5ehcbxbaj0el",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2018-06-01 12:00:00,1,"47","good","no",0,0
18,"n3098ciu-g8lf-in4a-g3w1-v0r6hh67mc1h",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2019-06-01 12:00:00,1,"98","good","no",0,0
19,"obhb2daf-y6h5-5sgy-qq05-lh4erbjlvkxm",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2011-06-01 12:00:00,1,"86","good","no",0,0
20,"i6p1uyon-9dtg-knl7-cd1e-m8e16hs79ue8",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2012-06-01 12:00:00,1,"36","poor","no",0,0
21,"wclaz7jl-fhf1-4xic-7r97-3ot344dg3ob3",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2013-06-02 12:00:00,2,"25","good","yes",0,0
22,"712cf7o0-j483-w8qy-usok-0utv7gi8gou9",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2014-06-02 12:00:00,2,"42","good","no",0,0
23,"31n1ujzw-zhwz-ojwn-5ivq-v9azlillm6re",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2015-06-02 12:00:00,2,"69","good","yes",0,0
24,"r43l836l-ez59-8sem-3kqq-p9yjlvz97pn6",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2016-06-02 12:00:00,2,"17","good","no",0,0
25,"32cv36xx-inkf-kww9-19i7-qm89gz0v5t0l",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2017-06-02 12:00:00,2,"61","good","no",0,0
26,"65af2e14-h0xc-odpw-67u7-istzgirce29j",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2018-06-02 12:00:00,2,"76","good","yes",0,0
27,"3mtxqo1z-y783-55sg-hkzj-d40iy9iy46bu",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-02 12:00:00,2,"19","poor","no",0,0
28,"jgmlaznc-gb3l-hywm-0d11-37y8zp8pfgem",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2011-06-02 12:00:00,2,"26","good","no",0,0
29,"s6p2ob78-55dm-q8cr-vqbs-y1mrqtpyiy1z",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2012-06-02 12:00:00,2,"9","good","no",0,0
30,"f9v25xl8-4lmc-lr9m-t6bq-rtyjuky3gocd",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2013-06-02 12:00:00,2,"90","good","no",0,0
31,"bv2672uf-3emj-1888-2mls-tg0gxzd6sttp",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2014-06-02 12:00:00,2,"46","good","no",0,0
32,"1nrn46jc-6vhu-zgjt-7bys-e6wbjve46eva",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2015-06-02 12:00:00,2,"72","good","no",0,0
33,"e53d6s0h-fc4e-smy9-xgug-5uq69mjeozuc",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2016-06-02 12:00:00,2,"23","good","yes",0,0
34,"1k2rpk3q-wo00-tkbu-ivb5-20qaik5ykfhz",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2017-06-02 12:00:00,2,"89","good","no",0,0
35,"j9t7da6g-tf6r-cp7k-g8uu-nq1an7oil33i",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2018-06-02 12:00:00,2,"67","good","no",0,0
36,"mww6txhu-8xxo-pfgd-u8rw-l99o5js7to7f",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2019-06-02 12:00:00,2,"84","poor","no",0,0
37,"s72sp9fh-ed7h-zsdn-a06a-3upqer9vnwbt",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2011-06-02 12:00:00,2,"47","good","no",0,0
38,"05tdatfy-v7cv-97z6-33mo-dt6ynjz685td",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2012-06-02 12:00:00,2,"98","good","yes",0,0
39,"155rljuy-cmgk-4ycp-2d1b-fh82vso1p9j6",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2013-06-02 12:00:00,2,"86","good","no",0,0
40,"ji0wkyrc-f9t2-azvx-tkez-d7vw78amofqd",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2014-06-02 12:00:00,2,"36","good","no",0,0
41,"1nxyqrq5-43ie-3rdm-gud5-sxwkw838y8yx",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2015-06-03 12:00:00,3,"25","poor","no",0,0
42,"gckfacm7-80lw-dh1i-fsp7-z3331rhsrhal",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2016-06-03 12:00:00,3,"42","good","no",0,0
43,"s6nk6rzy-kr4g-k1z9-4qyy-y9c3iygrasxq",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2017-06-03 12:00:00,3,"69","poor","no",0,0
44,"bvbpg14l-px23-8hmg-7nx8-oeduzsv2umn0",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2018-06-03 12:00:00,3,"17","good","no",0,0
45,"pdimnddl-2eqp-rl77-1gq0-srfnln6tv629",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2019-06-03 12:00:00,3,"61","good","no",0,0
46,"ay6wuyaa-hfzn-ss97-zbon-3fi5xn7at7dm",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2011-06-03 12:00:00,3,"76","good","no",0,0
47,"lvqvy27b-5k66-8a1b-xbqs-faz66ibsnr69",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2012-06-03 12:00:00,3,"19","good","no",0,0
48,"w2ixfcuv-7cnn-rq2l-6eny-t528lee1tarb",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2013-06-03 12:00:00,3,"26","good","no",0,0
49,"8jjwy8w7-7uaf-rc5d-hwb6-ju3fihi2u5cs",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2014-06-03 12:00:00,3,"9","good","no",0,0
50,"tnsxz7ma-7717-00n7-lkda-lw8hqvcrw626",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2015-06-03 12:00:00,3,"90","good","no",0,0
51,"02lagzl5-gwo9-g62k-tus9-48opjatjfrtv",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2016-06-03 12:00:00,3,"46","good","no",0,0
52,"0jaqkzk0-4a3h-q1yh-kpx8-jte2rts7xnzf",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2017-06-03 12:00:00,3,"72","good","yes",0,0
53,"0l05dj9x-u7ic-mkgw-zn83-4saq5p9i4zzb",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2018-06-03 12:00:00,3,"23","good","yes",0,0
54,"15ofddtu-yt0l-37zt-upsl-05dc23157k4q",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-03 12:00:00,3,"89","poor","no",0,0
55,"vhw9pwao-uvi7-c2xn-3557-yafh37mpd7hi",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2011-06-03 12:00:00,3,"67","good","no",0,0
56,"rh6lw4ek-gf92-nlsu-3rjo-ebx9wmvmmqdb",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2012-06-03 12:00:00,3,"84","good","yes",0,0
57,"1wnmwrh8-6063-0p09-rni6-6m6dzy0xe6pv",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2013-06-03 12:00:00,3,"47","good","no",0,0
58,"syd7kiy6-1tre-gyyz-zk3r-jfblva2ngkcu",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2014-06-03 12:00:00,3,"98","good","yes",0,0
59,"cv8yx6fu-xqj9-1ost-lbld-fyt10nbf9f2c",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2015-06-03 12:00:00,3,"86","good","no",0,0
60,"4un3zajz-qq24-ippr-aook-ntmzkjw4ernb",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2016-06-03 12:00:00,3,"36","good","no",0,0
61,"us6lyttv-8re1-0192-u50f-lw3627xg4f16",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2017-06-04 12:00:00,4,"25","good","yes",0,0
62,"13f7uozs-s660-2wtq-wgw8-dbarp5ul2ki0",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2018-06-04 12:00:00,4,"42","good","no",0,0
63,"stfrgf58-mqaw-a7j9-ftzn-7a4k62j4y2aj",2019-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2019-06-04 12:00:00,4,"69","good","no",0,0
64,"mlimdn88-asnn-rab3-wl82-kjh86qjfbs9m",2011-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2011-06-04 12:00:00,4,"17","good","no",0,0
65,"1423isf8-aq2v-th6j-ekrs-j6y6xjj0ofwu",2012-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2012-06-04 12:00:00,4,"61","poor","no",0,0
66,"bp9zf1eo-ro2u-v871-mkz9-ozavdfylns3d",2013-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2013-06-04 12:00:00,4,"76","poor","no",0,0
67,"jcpaqngc-zlgr-o9m1-ivtc-cwjxrz59pvrx",2014-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2014-06-04 12:00:00,4,"19","good","no",0,0
68,"4o1ned77-it8g-ix3w-7t13-fyi67ro3auco",2015-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2015-06-04 12:00:00,4,"26","poor","no",0,0
69,"o45br8jc-qles-a241-128j-uf5sfrpyqyqg",2016-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2016-06-04 12:00:00,4,"9","good","no",0,0
70,"yt27nwg7-697i-ckjj-640n-1ngoyfti8w81",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2017-06-04 12:00:00,4,"90","poor","no",0,0
71,"6ec39odz-16ze-m0cw-55cn-yt8yxqx3dfm0",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2018-06-04 12:00:00,4,"46","good","no",0,0
72,"5798p5vc-7rtl-ytsn-iqhi-pc76fpq62q4g",2019-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2019-06-04 12:00:00,4,"72","good","no",0,0
73,"1cy7zx63-rocm-yt9h-5jew-51ehreom16vi",2011-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2011-06-04 12:00:00,4,"23","poor","no",0,0
74,"alq10m7g-28vj-a7ue-qxd7-0wptupm69g8v",2012-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2012-06-04 12:00:00,4,"89","good","yes",0,0
75,"1327o1i4-ktun-2jll-i5hb-cpbgjon70dzy",2013-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2013-06-04 12:00:00,4,"67","good","no",0,0
76,"sbh8n1ln-mire-exbu-py7c-3b67bbl73fbb",2014-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2014-06-04 12:00:00,4,"84","good","no",0,0
77,"0mi6yrx8-j1nv-rj9t-5to8-7co3esgt1g53",2015-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2015-06-04 12:00:00,4,"47","good","no",0,0
78,"7q9981y5-9glm-peaj-6me3-q2ljatkow5oo",2016-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2016-06-04 12:00:00,4,"98","good","no",0,0
79,"13y9chvf-yegs-nhiy-hjpr-yhpvq6vp6x2b",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2017-06-04 12:00:00,4,"86","poor","no",0,0
80,"q8ppxrfu-ui36-oh9b-f0j7-qpp07pivy5c9",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2018-06-04 12:00:00,4,"36","good","no",0,0
81,"es0m1gg3-cb84-yy3y-imuk-usxjr9vsgb2j",2019-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-05 12:00:00,5,"25","good","no",0,0
82,"p2vffnuu-7wyg-h0sh-f92b-vfmyoqo5bfsp",2011-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2011-06-05 12:00:00,5,"42","good","no",0,0
83,"wqsr2qlj-7va6-2emr-5fn4-gqyj40zcuukk",2012-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-05 12:00:00,5,"69","good","no",0,0
84,"rzllw354-osxh-mnlm-pl9n-jcvrfiildvkn",2013-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2013-06-05 12:00:00,5,"17","poor","no",0,0
85,"gh3hhrqb-uhv7-2p5w-e620-xc27mhvd76tj",2014-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2014-06-05 12:00:00,5,"61","good","yes",0,0
86,"en04waf7-1k76-17sz-9csn-b6wg60k70dzc",2015-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2015-06-05 12:00:00,5,"76","good","yes",0,0
87,"8gh44532-kdez-p4h3-8kj0-sepf1is1ca01",2016-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2016-06-05 12:00:00,5,"19","good","no",0,0
88,"g66lgjot-uwwa-dbvl-2g2d-96q5clxllpn7",2017-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2017-06-05 12:00:00,5,"26","good","no",0,0
89,"5p8em22a-r270-x4mo-kb5t-railphqjop1t",2018-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2018-06-05 12:00:00,5,"9","good","no",0,0
90,"6hc9j220-76i7-j4jd-l0s5-a3dfn0n5q4gs",2019-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-05 12:00:00,5,"90","good","no",0,0
91,"im9pvm98-npeg-9v6a-vyc3-izr41hd8qxqh",2011-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2011-06-05 12:00:00,5,"46","poor","no",0,0
92,"9246b4z3-mlk8-e2bi-vzq6-fmbvvkw8p441",2012-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2012-06-05 12:00:00,5,"72","good","no",0,0
93,"ig0fjgoe-odqm-mkeu-8ijn-o7mpx4pgdqfh",2013-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2013-06-05 12:00:00,5,"23","good","yes",0,0
94,"6pd6le99-m7qv-w2ec-mnpf-6hy8x3khsq12",2014-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2014-06-05 12:00:00,5,"89","good","yes",0,0
95,"crd205x2-2kuo-hsza-k3u1-9ei2ibtajjwm",2015-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2015-06-05 12:00:00,5,"67","good","no",0,0
96,"2m842yro-cxuz-4062-wy94-s2elztmrq13m",2016-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2016-06-05 12:00:00,5,"84","good","no",0,0
97,"bcbsaadr-aehp-qpz6-lu41-t8krnmso6jt8",2017-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2017-06-05 12:00:00,5,"47","good","no",0,0
98,"u5jstdqk-jwb7-pcq0-s8g9-1j0s29wp8j3o",2018-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2018-06-05 12:00:00,5,"98","poor","no",0,0
99,"rcjcilab-m862-e220-0crr-dwdjx43ik3ac",2019-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2019-06-05 12:00:00,5,"86","good","no",0,0
100,"mfheif5c-6vil-t6kf-959g-exhz7xecf16r",2011-06-05 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-05 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2011-06-05 12:00:00,5,"36","good","no",0,0
